paper,paper_doi,fid,iid,lat,long,pop,sub_pop,continent,country,state,dataset_N_HO_SNPs,geno_rate_at_HO_SNPs,dataset_N_genochip_SNPs,geno_rate_at_genochip_SNPs,needs_imputation_for_IBD,imputation_params,phasing_params,comments
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Italian-South,BEL57,39.37,15.52,Southern Europeans,Italian-South,Europe,Italy,Belvedere (Cosenza),554998,0.994955,50542,0.994935,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: BEL57
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Basque-Spain,BAS35,43.13,-2.08,Southern Europeans,Basque-Spain,Europe,Spain,Tolosa,554998,0.993301,50542,0.993965,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: BAS35
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Sicilian-East,SR23,37.067,15.267,Southern Europeans,Sicilian-East,Europe,Italy,Siracusa,554998,0.995562,50542,0.996003,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: SR23
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Croat,CRO47,43.513,16.446,Southeastern Europeans,Croat,Europe,Croatia,Split,554998,0.995735,50542,0.995707,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: CRO47
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Norwegian,NOR106,60.359,5.358,Northern Europeans,Norwegian,Europe,Norway,Bergen,554998,0.995868,50542,0.995647,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: NOR106
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Croat,CRO41,43.513,16.446,Southeastern Europeans,Croat,Europe,Croatia,Split,554998,0.99609,50542,0.996261,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: CRO41
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Maltese,Malta7AM91,35.94,14.38,Southern Europeans,Maltese,Europe,Malta,La Valetta,554998,0.994422,50542,0.995192,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: Malta7AM91
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Jew-Turkish,SephardiJewTurkey4953,41.01666667,28.95,Sephardic Jews,Turkish-Jew,Europe,Turkey,migrants_collected_in_Israel,554998,0.996142,50542,0.995786,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: SephardiJewTurkey4953
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Jew-Turkish,SephardiJewTurkey6077,41.01666667,28.95,Sephardic Jews,Turkish-Jew,Europe,Turkey,migrants_collected_in_Israel,554998,0.995663,50542,0.995647,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,F; 'Version ID' at AADR v50.0: SephardiJewTurkey6077
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Norwegian,NOR101,60.359,5.358,Northern Europeans,Norwegian,Europe,Norway,Bergen,554998,0.996043,50542,0.995766,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: NOR101
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Jew-Turkish,SephardiJewTurkey5832,41.01666667,28.95,Sephardic Jews,Turkish-Jew,Europe,Turkey,migrants_collected_in_Israel,554998,0.99598,50542,0.995984,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,F; 'Version ID' at AADR v50.0: SephardiJewTurkey5832
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Sicilian-West,TP05,38.019,12.515,Southern Europeans,Sicilian-West,Europe,Italy,Trapani,554998,0.996432,50542,0.996973,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TP05
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Turk-Central,Kayseri24392,38.73333333,35.48333333,Turkish-Caucasus populations,Turk-Central,Asia,Turkey,Kayseri,554998,0.99602,50542,0.996261,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: Kayseri24392
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Egyptian,Egypt17AQ176,31.12,30.96,North Africans,Egyptian,Africa,Egypt,Kafar Sheikh,554998,0.995276,50542,0.995885,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: Egypt17AQ176
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Jew-Yemenite,YemeniteJew4695,15.35,44.2,Yemenite Jews,Yemenite-Jew,Asia,Yemen,migrants_collected_in_Israel,554998,0.996328,50542,0.996181,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,F; 'Version ID' at AADR v50.0: YemeniteJew4695
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Sicilian-East,SR60,37.067,15.267,Southern Europeans,Sicilian-East,Europe,Italy,Siracusa,554998,0.996321,50542,0.996676,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: SR60
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Norwegian,NOR146,60.359,5.358,Northern Europeans,Norwegian,Europe,Norway,Bergen,554998,0.996449,50542,0.996993,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: NOR146
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Sicilian-West,TP06,38.019,12.515,Southern Europeans,Sicilian-West,Europe,Italy,Trapani,554998,0.996915,50542,0.997052,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TP06
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Norwegian,NOR108,60.359,5.358,Northern Europeans,Norwegian,Europe,Norway,Bergen,554998,0.996809,50542,0.996913,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: NOR108
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Croat,CRO66,43.513,16.446,Southeastern Europeans,Croat,Europe,Croatia,Split,554998,0.996732,50542,0.996359,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: CRO66
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Jew-Iranian,IranianJew1409,35.7,51.41666667,Mizrahic Jews,Iranian-Jew,Asia,Iran,migrants_collected_in_Israel,554998,0.99651,50542,0.997111,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,F; 'Version ID' at AADR v50.0: IranianJew1409
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Norwegian,NOR126,60.359,5.358,Northern Europeans,Norwegian,Europe,Norway,Bergen,554998,0.996724,50542,0.997388,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: NOR126
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Jew-Turkish,SephardiJewTurkey5075,41.01666667,28.95,Sephardic Jews,Turkish-Jew,Europe,Turkey,migrants_collected_in_Israel,554998,0.99676,50542,0.996894,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: SephardiJewTurkey5075
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Greek-North,GREEKGRALPOP13,40.64,22.94,Southern Europeans,Greek-North,Europe,Greece,Thessaloniki,554998,0.996344,50542,0.996063,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: GREEKGRALPOP13
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Sicilian-West,TP07,38.019,12.515,Southern Europeans,Sicilian-West,Europe,Italy,Trapani,554998,0.996993,50542,0.997408,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TP07
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Albanian,ALB191,41.33,19.83,Southeastern Europeans,Albanian,Europe,Albania,Tirana,554998,0.995359,50542,0.9963,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,F; 'Version ID' at AADR v50.0: ALB191
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Greek-North,GREEKGRALPOP15,40.64,22.94,Southern Europeans,Greek-North,Europe,Greece,Thessaloniki,554998,0.996236,50542,0.995766,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: GREEKGRALPOP15
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Jew-Turkish,SephardiJewTurkey4950,41.01666667,28.95,Sephardic Jews,Turkish-Jew,Europe,Turkey,migrants_collected_in_Israel,554998,0.997074,50542,0.997527,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: SephardiJewTurkey4950
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Norwegian,NOR107,60.359,5.358,Northern Europeans,Norwegian,Europe,Norway,Bergen,554998,0.997101,50542,0.996815,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: NOR107
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Jew-Turkish,SephardiJewTurkey5033,41.01666667,28.95,Sephardic Jews,Turkish-Jew,Europe,Turkey,migrants_collected_in_Israel,554998,0.997187,50542,0.997586,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: SephardiJewTurkey5033
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Jew-Ethiopian,EthiopianJew4690,9.033333333,38.73333333,Ethiopian Jews,Ethiopian-Jew,Africa,Ethiopia,migrants_collected_in_Israel,554998,0.997139,50542,0.997329,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,F; 'Version ID' at AADR v50.0: EthiopianJew4690
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Jew-Yemenite,YemeniteJew4675,15.35,44.2,Yemenite Jews,Yemenite-Jew,Asia,Yemen,migrants_collected_in_Israel,554998,0.997223,50542,0.997131,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,F; 'Version ID' at AADR v50.0: YemeniteJew4675
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Croat,CRO153,43.513,16.446,Southeastern Europeans,Croat,Europe,Croatia,Split,554998,0.997306,50542,0.997388,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: CRO153
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Norwegian,NOR109,60.359,5.358,Northern Europeans,Norwegian,Europe,Norway,Bergen,554998,0.99716,50542,0.996676,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: NOR109
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Jew-Ethiopian,EthiopianJew1574,9.033333333,38.73333333,Ethiopian Jews,Ethiopian-Jew,Africa,Ethiopia,migrants_collected_in_Israel,554998,0.996914,50542,0.997487,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,F; 'Version ID' at AADR v50.0: EthiopianJew1574
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Greek-North,GREEKGRALPOP9,40.64,22.94,Southern Europeans,Greek-North,Europe,Greece,Thessaloniki,554998,0.996627,50542,0.996162,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: GREEKGRALPOP9
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Mansi,Mansi48,60.2,66.47,Central Asian and Siberian populations,Mansi,Asia,Russia,Konda river,554998,0.997396,50542,0.99725,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,F; 'Version ID' at AADR v50.0: Mansi48
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Sicilian-West,TP04,38.019,12.515,Southern Europeans,Sicilian-West,Europe,Italy,Trapani,554998,0.997402,50542,0.997606,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TP04
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Croat,CRO31,43.513,16.446,Southeastern Europeans,Croat,Europe,Croatia,Split,554998,0.997521,50542,0.997586,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: CRO31
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Sicilian-West,TP25,38.019,12.515,Southern Europeans,Sicilian-West,Europe,Italy,Trapani,554998,0.997413,50542,0.99727,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TP25
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Greek-North,GREEKGRALPOP4,40.64,22.94,Southern Europeans,Greek-North,Europe,Greece,Thessaloniki,554998,0.996978,50542,0.996815,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: GREEKGRALPOP4
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Jew-Libyan,LibyanJew1601,32.91666667,13.18333333,North African Jews,Libyan-Jew,Africa,Libya,migrants_collected_in_Israel,554998,0.997369,50542,0.997744,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: LibyanJew1601
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Jew-Ethiopian,EthiopianJew1804,9.033333333,38.73333333,Ethiopian Jews,Ethiopian-Jew,Africa,Ethiopia,migrants_collected_in_Israel,554998,0.99733,50542,0.997586,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,F; 'Version ID' at AADR v50.0: EthiopianJew1804
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Croat,CRO93,43.513,16.446,Southeastern Europeans,Croat,Europe,Croatia,Split,554998,0.99747,50542,0.997744,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: CRO93
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Maltese,Malta17AM91,35.94,14.38,Southern Europeans,Maltese,Europe,Malta,La Valetta,554998,0.996294,50542,0.996795,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: Malta17AM91
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Jew-Cochin,KuchinJew30052,9.97,76.28,Mizrahic Jews,Cochin-Jew,Asia,India,"Kerala, Cochin",554998,0.997533,50542,0.997586,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,F; 'Version ID' at AADR v50.0: KuchinJew30052
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,French-Southwest,SouthFrench3947,43.71,-1.05,Western Europeans,French-Southwest,Europe,France,Dax,554998,0.997169,50542,0.997329,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: SouthFrench3947
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,French-Southwest,SouthFrench1323,43.71,-1.05,Western Europeans,French-Southwest,Europe,France,Dax,554998,0.996787,50542,0.996854,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: SouthFrench1323
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Sicilian-East,SR48R,37.067,15.267,Southern Europeans,Sicilian-East,Europe,Italy,Siracusa,554998,0.997701,50542,0.997547,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: SR48R
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Turk-Northwest,Balikesir16675,39.385,27.533,Turkish-Caucasus populations,Turk-Northwest,Asia,Turkey,Balikesir,554998,0.997286,50542,0.997665,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,F; 'Version ID' at AADR v50.0: Balikesir16675
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Jew-Yemenite,YemeniteJew4938,15.35,44.2,Yemenite Jews,Yemenite-Jew,Asia,Yemen,migrants_collected_in_Israel,554998,0.997704,50542,0.997784,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,F; 'Version ID' at AADR v50.0: YemeniteJew4938
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Sicilian-East,SR44,37.067,15.267,Southern Europeans,Sicilian-East,Europe,Italy,Siracusa,554998,0.997575,50542,0.99727,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: SR44
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Egyptian,Egypt15AQ172,31.04,31.38,North Africans,Egyptian,Africa,Egypt,Mansoura,554998,0.997252,50542,0.997369,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: Egypt15AQ172
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Sicilian-East,SR64,37.067,15.267,Southern Europeans,Sicilian-East,Europe,Italy,Siracusa,554998,0.997665,50542,0.997942,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: SR64
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Norwegian,NOR148,60.359,5.358,Northern Europeans,Norwegian,Europe,Norway,Bergen,554998,0.997674,50542,0.997626,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: NOR148
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Jew-Iraqi,IraqiJew4061,33.325,44.422,Mizrahic Jews,Iraqi-Jew,Asia,Iraq,migrants_collected_in_Israel,554998,0.997728,50542,0.998061,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: IraqiJew4061
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Cypriot,CYP19,35.13,33.43,Southern Europeans,Cypriot,Europe,Cyprus,Nicosia,554998,0.996692,50542,0.996261,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: CYP19
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Croat,CRO48,43.513,16.446,Southeastern Europeans,Croat,Europe,Croatia,Split,554998,0.997984,50542,0.998081,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: CRO48
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Greek-North,GREEKGRALPOP17,40.64,22.94,Southern Europeans,Greek-North,Europe,Greece,Thessaloniki,554998,0.997344,50542,0.99727,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: GREEKGRALPOP17
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Algerian,Algerian43A21,36.75,3.04,North Africans,Algerian,Africa,Algeria,Algiers,554998,0.997182,50542,0.996973,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,F; 'Version ID' at AADR v50.0: Algerian43A21
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Egyptian,Egypt3AQ172,30.79,31.0,North Africans,Egyptian,Africa,Egypt,Tanta,554998,0.99718,50542,0.996953,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: Egypt3AQ172
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Albanian,ALB213,41.33,19.83,Southeastern Europeans,Albanian,Europe,Albania,Tirana,554998,0.997085,50542,0.996953,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,F; 'Version ID' at AADR v50.0: ALB213
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Turk-Northwest,Turkish7BA57,41.01,28.98,Turkish-Caucasus populations,Turk-Northwest,Asia,Turkey,Istambul,554998,0.997299,50542,0.997111,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: Turkish7BA57
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Basque-Spain,BAS22,43.13,-2.08,Southern Europeans,Basque-Spain,Europe,Spain,Tolosa,554998,0.996733,50542,0.997171,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,F; 'Version ID' at AADR v50.0: BAS22
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Tunisian,Tunisian20C1,36.82,10.17,North Africans,Tunisian,Africa,Tunisia,Tunis,554998,0.997137,50542,0.997111,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: Tunisian20C1
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Greek-North,GREEKGRALPOP16,40.64,22.94,Southern Europeans,Greek-North,Europe,Greece,Thessaloniki,554998,0.997409,50542,0.997744,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: GREEKGRALPOP16
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Jew-Libyan,LibyanJew1104,32.91666667,13.18333333,North African Jews,Libyan-Jew,Africa,Libya,migrants_collected_in_Israel,554998,0.997604,50542,0.997744,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,F; 'Version ID' at AADR v50.0: LibyanJew1104
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Turk-Northwest,Balikesir16790,39.385,27.533,Turkish-Caucasus populations,Turk-Northwest,Asia,Turkey,Balikesir,554998,0.997616,50542,0.997982,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: Balikesir16790
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Norwegian,NOR111,60.359,5.358,Northern Europeans,Norwegian,Europe,Norway,Bergen,554998,0.998132,50542,0.99816,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: NOR111
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,French-Southwest,SouthFrench3951,43.71,-1.05,Western Europeans,French-Southwest,Europe,France,Dax,554998,0.997303,50542,0.997309,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: SouthFrench3951
LazaridisNature2014,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Basque-Spain,BAS25,43.13,-2.08,Southern Europeans,Basque-Spain,Europe,Spain,Tolosa,554998,0.99689,50542,0.997111,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: BAS25
